,frac_azimuths,frac_lengths
0,144.46825312518033,82.09227410752123
1,137.60420395381166,41.202453143723766
2,140.46267255321777,49.7459561629214
3,125.50320298273677,10.189316626082217
4,107.42985727387607,59.62305011815889
5,72.53524253941951,61.7153296866976
6,80.53767779197439,24.14096379212106
7,69.14553967329049,44.5932772318241
8,96.3401741406655,17.96928430104408
9,85.81508361859434,54.384584351811576
10,87.99045657169434,37.7263316886986
11,91.70980536875685,44.337450428268944
12,122.90456367877348,53.57296778031639
13,57.688358739350875,81.98248098732728
14,86.64479819948613,192.1528505412738
15,81.8698716587051,9.354427331318176
16,61.024092739265654,22.872819721491275
17,177.27368116676246,13.906360174936568
18,2.259808813474239,50.31107690100706
19,58.43161505118765,64.43596636786289
20,57.155668845935985,86.95528396792835
21,6.339588102569391,41.92714878807801
22,122.51242345773792,71.3803747092744
23,68.19884017548489,188.78835215264155
24,38.11801864611326,54.650658308566896
25,62.09856740378082,22.682309318811743
26,94.02826178584407,47.07984979232794
27,95.03593285586125,67.42443893617931
28,94.38640591534417,61.00614146411806
29,67.61985469716697,36.482287772397136
30,151.58670643121312,74.44176985167874
31,86.05483529760131,19.22786322392151
32,87.91744472906701,36.40424484739941
33,69.67166265741098,13.430935855144236
34,34.35008539266024,49.67450733672841
35,25.613936897783105,18.299066938050377
36,82.7630775219485,99.76546883841733
37,77.03550871020329,11.793463768287783
38,79.67218393514987,110.68588986495469
39,139.39870790261403,48.786758617323926
40,71.64517372250448,37.92286134980393
41,80.04858263214548,64.86257073210587
42,75.96376116443054,29.99989115779753
43,98.50228366431755,21.235812185938176
44,97.471178705735,49.616060804207784
45,124.60972406142368,11.352619777103627
46,92.19025812093959,38.97126127496838
47,109.00128216313699,126.97330142293193
48,69.82182227792103,199.43362469097076
49,64.63596884238973,164.0644420569533
50,80.44514535872484,101.62128852426999
51,60.188259627186525,51.55222593360738
52,75.28494306569169,33.852517588463336
53,75.31954616192331,26.752929039851296
54,81.81746735882648,51.12199896394225
55,30.258613946646435,27.567144453887124
56,138.12213902678005,25.76292603747347
57,81.72746074632245,33.33768317658739
58,80.87272214596724,48.98884730486056
59,46.47256496258698,18.246778896396624
60,141.81522050585917,74.89736175970899
61,79.0758266820764,63.01497410179737
62,84.87460880854323,8.855698863216084
63,86.63344039694681,42.84740297313709
64,77.78193149564588,18.584340108035843
65,90.0,26.458339999895543
66,83.29017058301565,22.644682046308315
67,87.27368214712051,27.81273033861943
68,84.02568204258709,57.19607194797485
69,37.277820249584664,23.06949267764024
70,140.4403344643846,39.46640526351258
71,81.89297501375108,37.776635548580124
72,85.74115212290383,62.34924315457949
73,84.41189308543571,11.52087139560633
74,103.29344041465573,48.02914103855108
75,108.43493644877343,29.284006640699538
76,81.5980160269763,30.31229354172289
77,94.57393227739837,16.589292530468693
78,94.46559062147388,42.46280548051701
79,80.3276288285067,59.047148694590064
80,100.65427874724838,60.82735447301984
81,79.6026641500595,73.30259867141233
82,79.04457595581933,41.772265536430346
83,78.31062983681747,39.177096686872325
84,97.29500666398668,83.35645780408765
85,98.7461692721632,43.500639396513485
86,69.56852534728428,35.99845998582433
87,101.00069562069578,24.25881903086975
88,83.79655452548141,30.60629615717087
89,79.11339628177493,52.53988567569818
90,95.95728700506744,31.533032782974804
91,42.273724282353115,9.83328830842219
92,89.6538370833432,103.57608035769644
93,91.06091436258802,35.7248741200569
94,87.13790299377757,211.93159187792466
95,93.4509397838235,57.098356102215696
96,75.73485309163979,53.58344247997579
97,96.29300352442071,53.12739721442463
98,75.05651867563579,197.47574849784647
99,70.53743569653857,93.30549264345562
100,19.98310494085547,30.9686777760491
101,144.78240303064828,13.764054940026547
102,86.84929158230116,36.104054240076756
103,86.13452859504066,49.05951616784093
104,50.05873196691276,40.44124310282881
105,132.7104512115056,23.405951872407524
106,102.75612115039814,65.67501225651861
107,80.64481911837,36.30906435168687
108,90.94193938164078,38.06571392780097
109,80.53768247441143,20.11746955275446
110,88.22102110472852,20.157485559269038
111,151.78265694856603,30.777371303611616
112,148.0693135717115,53.77782020619803
113,115.27165751932786,40.200970516713575
114,58.352916027818736,61.770966713035335
115,130.42481886452495,128.27094821034268
116,145.78239050665783,82.1915592540785
117,130.04710118218694,170.65285334675377
118,42.78217225671269,102.74306168802633
119,113.22373766371136,74.22738264220237
120,81.23885450328784,54.963034186535324
121,106.33604194124825,79.9571460402407
122,62.96914560834736,72.77244212714764
123,111.50143811104849,46.92160074408272
124,83.65133561371161,34.71814270113723
125,93.32740237405204,56.981480989356974
126,124.23746414732689,57.60766758286134
127,116.56505117707799,88.7439478570229
128,134.28018544127212,18.70994507965534
129,178.6443176672253,59.77578191370852
130,91.08092696112972,70.12705929866125
131,102.01147313420415,63.56885992106553
132,90.0,56.88541999971494
133,82.25223221438749,49.06509790152631
134,153.438630782123,31.246760316527453
135,52.12704708328496,30.16487837288624
136,142.6960504796515,17.462995100165937
137,152.78389683070603,26.03324615111117
138,43.95570934385168,99.4670379896634
139,136.63405012571354,8.187263068028305
140,50.67141778076166,18.44561675171612
141,51.16495720297706,30.934345336941902
142,75.19601786080027,23.94590931574316
143,38.92754824532453,22.10696845151078
144,93.69139496249525,20.54784062800919
145,90.0,82.6822899999097
146,48.990686837039256,120.96667831748992
147,54.093070388208396,11.840650298581004
148,88.8347756796198,16.208521754929578
149,47.72631883328317,4.91664079057787
150,95.71696113225816,116.72670403816518
151,49.95135105793575,53.63460033168591
152,55.58562312249194,72.56246411225415
153,87.02626134110648,51.000966990708946
154,94.39868904981194,21.560907494792744
155,67.45694268270287,37.95756333721039
156,156.27773637315002,85.38092721134723
157,68.25311336629882,27.368311279111747
158,30.14684771319825,9.621400280602396
159,153.1130649873394,26.32778591893514
160,95.0521191037041,20.668758027458985
161,84.51916447808321,131.56969011404502
162,95.36809159694322,35.009564255224596
163,98.65254299116395,30.777372378169705
164,90.0,34.3958299998194
165,105.7807354927082,31.61881950618155
166,69.34108388056733,37.73157400403256
167,95.73587126396386,26.79375112260724
168,126.96560054336089,59.3990448617953
169,99.24909768434819,14.204767634955086
170,63.48809030473153,22.917743359375624
171,101.30995912633574,8.431974007082992
172,120.52969829383004,14.974401633097308
173,53.74616025982574,30.759582050405037
174,73.0136225471315,20.267756212890554
175,97.12501478106358,90.65841515093275
176,153.97373401671757,33.45837361786704
177,101.16832216073395,74.9705323885463
178,51.53059918615508,47.898735400937426
179,23.06586475810606,64.66921540213097
180,12.87500245561513,71.24430856376607
181,92.89894851961921,23.88985219053066
182,85.01186122626147,35.72084485904265
183,99.97366267142944,63.97066862561002
184,91.11673157059205,42.424067881529766
185,82.07109948321485,29.969447651693446
186,21.31790735595569,29.11167950388483
187,164.68165068033272,19.717433997458116
188,94.35201525383097,54.47935281767471
189,106.3332779631096,58.98185276897823
190,90.97933213717344,29.025719915392052
191,16.157341469998446,73.68657595009812
192,169.6282889575526,12.659866140552309
193,11.592996513370043,95.15467236615716
194,17.694008887914823,74.81121412056419
195,97.25319686711909,36.67367617645668
196,87.29208172493423,98.00527707184997
197,77.66090464876744,21.667171947556014
198,87.56335667408416,27.22709753446825
199,92.05763080986432,13.816848856539691
200,49.83173945303516,41.20023179204289
201,118.09363542456109,26.33674708820772
202,92.60144329124905,58.26895042031101
203,95.55296706030714,95.69909975211743
204,86.17454129987266,22.29063527935341
205,78.32682493282692,21.40817140216581
206,99.8329179532833,65.65796911409245
207,111.18791562607218,54.58642984794495
208,73.75610775276859,27.079148297743757
209,81.8690614787795,70.15896795949509
210,77.00537509738676,26.474870623323262
211,92.56020269369351,77.71681399632212
212,83.88611636289717,37.25298883351381
213,19.230686576205972,15.061796755621332
214,53.58491375868304,25.068931806890784
215,103.38759432138161,14.279212852310756
216,70.24325818332278,36.19451498541358
217,79.60972616222776,40.34972066821736
218,73.64670542646908,57.56104037287951
219,77.55107128802626,52.15803118602932
220,38.41174559794173,50.4373653980336
221,90.99325716304114,83.7964710806087
222,99.13042651568443,28.36193482384788
223,44.999974523227955,15.902541595032877
224,62.78228806874503,26.03425181882713
225,80.77848099059878,54.6978772888051
226,46.21495423627128,30.34907901223693
227,69.89716799626164,107.76808662524357
228,62.631795622484624,63.310234618136064
229,65.64698899273111,68.97586434014066
230,45.0,22.450640302672884
231,119.3806093010413,90.33205853377223
232,106.42353605064936,70.76971194841872
233,49.975549543661124,24.941703468043077
234,135.9685576165019,27.599131926605892
235,143.30794558963237,31.965127983912236
236,122.90523306350131,40.1805328080081
237,49.86515174667408,44.12362155147512
238,76.39815256099094,42.194388365595245
239,147.6107213444337,49.54638083369026
240,77.96279826206333,91.98076639211494
241,88.12211790185792,80.7412828829631
242,86.05486092526671,9.613921291803285
243,126.86454441758798,13.228948057767504
244,150.79319403400223,103.09649341964028
245,105.06921931766607,193.47876237758996
246,76.95607665152744,99.50768398947677
247,153.43712389637366,26.62393122285146
248,97.35402356820491,41.34998697714623
249,155.76455706262257,7.252674574089548
250,81.25383940652125,26.100383029964846
251,62.401430341636654,32.841607562218776
252,46.8476426802632,14.506915242537048
253,59.68878249528349,49.80302506625628
254,91.8514681132616,56.335480433776326
255,72.83862948455321,94.14953110327748
256,86.05824979630538,19.228345561226906
257,83.23077541341627,39.30114975128019
258,88.53119587067044,25.805358882528086
259,91.0416295386901,36.38621279238538
260,84.03890889065106,20.699821176116384
261,116.08985959101632,93.62808394530353
262,56.30991914802379,11.924617545631138
263,77.73343996740962,31.13855120281196
264,34.984172614533875,8.074716900213911
265,140.03801821598913,7.336887538309296
266,99.27260704810236,32.84059242349018
267,90.0,27.78125
268,45.24174624664638,13.856375688851001
269,107.21065597979361,244.78563069480794
270,96.25333735860829,97.15154213560344
271,87.79377593667861,17.211237994633496
272,173.78981605566483,43.38686487880635
273,102.09719656018984,28.411602475577133
